,Kaina,Markė,Modelis,Metai,Kuro tipas,Kėbulo tipas,Pavarų dėžė,Variklis,Rida
11673,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
11674,25 500 €,Dodge,Durango,2018,Benzinas,Visureigis,Automatinė,"5.7 l., 265 kW",121 000 km
11675,25 500 €,Mercedes-Benz,E220,2017-11,Dyzelinas,Kupė (Coupe),Automatinė,"2.0 l., 143 kW",55 000 km
11676,25 000 €,Porsche,Cayenne,2012-02,Benzinas,Visureigis,Automatinė,"4.8 l., 368 kW",231 000 km
11677,25 000 €,Tesla,Model Y,2021,Elektra,Visureigis,Automatinė,31 949 km,Klaipėda
11678,25 000 €,Volvo,V90,2017-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",181 000 km
11679,25 000 €,Toyota,C-HR,2020-08,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",54 000 km
11680,25 047 €,Peugeot,Traveller,2020-07,Dyzelinas,Keleivinis mikroautobusas,Mechaninė,"1.5 l., 88 kW",180 000 km
11681,25 300 €,Toyota,C-HR,2017-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",90 800 km
11682,25 300 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",117 900 km
11683,25 300 €,Lexus,NX 300h,2015,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",151 900 km
11684,25 300 €,Volvo,S90,2018-09,Dyzelinas,Sedanas,Automatinė,"2.0 l.,",160 000 km
11685,25 300 €,Volvo,XC60,2019-05,Dyzelinas,Visureigis,Automatinė,"2.0 l., 173 kW",255 300 km
11686,25 400 €,Skoda,Kodiaq,2019-03,Dyzelinas,Visureigis,Automatinė,"2.0 l., 110 kW",160 000 km
11687,25 400 €,BMW,X4,2017-04,Dyzelinas,Visureigis,Automatinė,"2.0 l., 140 kW",220 000 km
11688,25 490 €,Toyota,C-HR,2022-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",6 388 km
11689,25 490 €,Toyota,C-HR,2021-03,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",42 200 km
11690,25 499 €,Peugeot,5008,2018-01,Dyzelinas,Visureigis,Automatinė,"2.0 l., 133 kW",112 901 km
11691,25 500 €,BMW,520,2018-12,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",78 700 km
11692,25 500 €,Mercedes-Benz,A250,2018-06,Benzinas,Hečbekas,Automatinė,"2.0 l., 165 kW",42 000 km
11693,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
11694,25 500 €,Volkswagen,Arteon,2018-04,Dyzelinas,Hečbekas,Automatinė,"2.0 l., 110 kW",163 582 km
11695,25 500 €,Dodge,Durango,2018,Benzinas,Visureigis,Automatinė,"5.7 l., 265 kW",121 000 km
11696,25 000 €,Tesla,Model Y,2021,Elektra,Visureigis,Automatinė,31 949 km,Klaipėda
11697,25 000 €,Porsche,Cayenne,2012-02,Benzinas,Visureigis,Automatinė,"4.8 l., 368 kW",231 000 km
11698,25 000 €,Volvo,V90,2017-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",181 000 km
11699,25 000 €,Toyota,C-HR,2020-08,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",54 000 km
11700,25 047 €,Peugeot,Traveller,2020-07,Dyzelinas,Keleivinis mikroautobusas,Mechaninė,"1.5 l., 88 kW",180 000 km
11701,25 300 €,Toyota,C-HR,2017-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",90 800 km
11702,25 300 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",117 900 km
11703,25 300 €,Lexus,NX 300h,2015,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",151 900 km
11704,25 300 €,Volvo,S90,2018-09,Dyzelinas,Sedanas,Automatinė,"2.0 l.,",160 000 km
11705,25 300 €,Volvo,XC60,2019-05,Dyzelinas,Visureigis,Automatinė,"2.0 l., 173 kW",255 300 km
11706,25 400 €,Skoda,Kodiaq,2019-03,Dyzelinas,Visureigis,Automatinė,"2.0 l., 110 kW",160 000 km
11707,25 400 €,BMW,X4,2017-04,Dyzelinas,Visureigis,Automatinė,"2.0 l., 140 kW",220 000 km
11708,25 490 €,Toyota,C-HR,2021-03,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",42 200 km
11709,25 490 €,Toyota,C-HR,2022-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",6 388 km
11710,25 499 €,Peugeot,5008,2018-01,Dyzelinas,Visureigis,Automatinė,"2.0 l., 133 kW",112 901 km
11711,25 500 €,BMW,520,2018-12,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",78 700 km
11712,25 500 €,Mercedes-Benz,A250,2018-06,Benzinas,Hečbekas,Automatinė,"2.0 l., 165 kW",42 000 km
11713,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
11714,25 500 €,Dodge,Durango,2018,Benzinas,Visureigis,Automatinė,"5.7 l., 265 kW",121 000 km
11715,25 500 €,Mercedes-Benz,E220,2017-11,Dyzelinas,Kupė (Coupe),Automatinė,"2.0 l., 143 kW",55 000 km
11716,25 000 €,Tesla,Model Y,2021,Elektra,Visureigis,Automatinė,31 949 km,Klaipėda
11717,25 000 €,Porsche,Cayenne,2012-02,Benzinas,Visureigis,Automatinė,"4.8 l., 368 kW",231 000 km
11718,25 000 €,Volvo,V90,2017-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",181 000 km
11719,25 000 €,Toyota,C-HR,2020-08,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",54 000 km
11720,25 047 €,Peugeot,Traveller,2020-07,Dyzelinas,Keleivinis mikroautobusas,Mechaninė,"1.5 l., 88 kW",180 000 km
11721,25 300 €,Toyota,C-HR,2017-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",90 800 km
11722,25 300 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",117 900 km
11723,25 300 €,Lexus,NX 300h,2015,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",151 900 km
11724,25 300 €,Volvo,S90,2018-09,Dyzelinas,Sedanas,Automatinė,"2.0 l.,",160 000 km
11725,25 300 €,Volvo,XC60,2019-05,Dyzelinas,Visureigis,Automatinė,"2.0 l., 173 kW",255 300 km
11726,25 400 €,Skoda,Kodiaq,2019-03,Dyzelinas,Visureigis,Automatinė,"2.0 l., 110 kW",160 000 km
11727,25 400 €,BMW,X4,2017-04,Dyzelinas,Visureigis,Automatinė,"2.0 l., 140 kW",220 000 km
11728,25 490 €,Toyota,C-HR,2021-03,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",42 200 km
11729,25 490 €,Toyota,C-HR,2022-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",6 388 km
11730,25 499 €,Peugeot,5008,2018-01,Dyzelinas,Visureigis,Automatinė,"2.0 l., 133 kW",112 901 km
11731,25 500 €,BMW,520,2018-12,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",78 700 km
11732,25 500 €,Mercedes-Benz,A250,2018-06,Benzinas,Hečbekas,Automatinė,"2.0 l., 165 kW",42 000 km
11733,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
11734,25 500 €,Dodge,Durango,2018,Benzinas,Visureigis,Automatinė,"5.7 l., 265 kW",121 000 km
11735,25 500 €,Mercedes-Benz,E220,2017-11,Dyzelinas,Kupė (Coupe),Automatinė,"2.0 l., 143 kW",55 000 km
11736,25 000 €,Porsche,Cayenne,2012-02,Benzinas,Visureigis,Automatinė,"4.8 l., 368 kW",231 000 km
11737,25 000 €,Tesla,Model Y,2021,Elektra,Visureigis,Automatinė,31 949 km,Klaipėda
11738,25 000 €,Volvo,V90,2017-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",181 000 km
11739,25 000 €,Toyota,C-HR,2020-08,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",54 000 km
11740,25 047 €,Peugeot,Traveller,2020-07,Dyzelinas,Keleivinis mikroautobusas,Mechaninė,"1.5 l., 88 kW",180 000 km
11741,25 300 €,Toyota,C-HR,2017-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",90 800 km
11742,25 300 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",117 900 km
11743,25 300 €,Lexus,NX 300h,2015,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",151 900 km
11744,25 300 €,Volvo,S90,2018-09,Dyzelinas,Sedanas,Automatinė,"2.0 l.,",160 000 km
11745,25 300 €,Volvo,XC60,2019-05,Dyzelinas,Visureigis,Automatinė,"2.0 l., 173 kW",255 300 km
11746,25 400 €,Skoda,Kodiaq,2019-03,Dyzelinas,Visureigis,Automatinė,"2.0 l., 110 kW",160 000 km
11747,25 400 €,BMW,X4,2017-04,Dyzelinas,Visureigis,Automatinė,"2.0 l., 140 kW",220 000 km
11748,25 490 €,Toyota,C-HR,2022-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",6 388 km
11749,25 490 €,Toyota,C-HR,2021-03,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",42 200 km
11750,25 499 €,Peugeot,5008,2018-01,Dyzelinas,Visureigis,Automatinė,"2.0 l., 133 kW",112 901 km
11751,25 500 €,BMW,520,2018-12,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",78 700 km
11752,25 500 €,Mercedes-Benz,A250,2018-06,Benzinas,Hečbekas,Automatinė,"2.0 l., 165 kW",42 000 km
11753,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
11754,25 500 €,Volkswagen,Arteon,2018-04,Dyzelinas,Hečbekas,Automatinė,"2.0 l., 110 kW",163 582 km
11755,25 500 €,Dodge,Durango,2018,Benzinas,Visureigis,Automatinė,"5.7 l., 265 kW",121 000 km
11756,25 000 €,Porsche,Cayenne,2012-02,Benzinas,Visureigis,Automatinė,"4.8 l., 368 kW",231 000 km
11757,25 000 €,Tesla,Model Y,2021,Elektra,Visureigis,Automatinė,31 949 km,Klaipėda
11758,25 000 €,Volvo,V90,2017-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",181 000 km
11759,25 000 €,Toyota,C-HR,2020-08,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",54 000 km
11760,25 047 €,Peugeot,Traveller,2020-07,Dyzelinas,Keleivinis mikroautobusas,Mechaninė,"1.5 l., 88 kW",180 000 km
11761,25 300 €,Toyota,C-HR,2017-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",90 800 km
11762,25 300 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",117 900 km
11763,25 300 €,Lexus,NX 300h,2015,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",151 900 km
11764,25 300 €,Volvo,S90,2018-09,Dyzelinas,Sedanas,Automatinė,"2.0 l.,",160 000 km
11765,25 300 €,Volvo,XC60,2019-05,Dyzelinas,Visureigis,Automatinė,"2.0 l., 173 kW",255 300 km
11766,25 400 €,Skoda,Kodiaq,2019-03,Dyzelinas,Visureigis,Automatinė,"2.0 l., 110 kW",160 000 km
11767,25 400 €,BMW,X4,2017-04,Dyzelinas,Visureigis,Automatinė,"2.0 l., 140 kW",220 000 km
11768,25 490 €,Toyota,C-HR,2022-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",6 388 km
11769,25 490 €,Toyota,C-HR,2021-03,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",42 200 km
11770,25 499 €,Peugeot,5008,2018-01,Dyzelinas,Visureigis,Automatinė,"2.0 l., 133 kW",112 901 km
11771,25 500 €,BMW,520,2018-12,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",78 700 km
11772,25 500 €,Mercedes-Benz,A250,2018-06,Benzinas,Hečbekas,Automatinė,"2.0 l., 165 kW",42 000 km
11773,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
11774,25 500 €,Volkswagen,Arteon,2018-04,Dyzelinas,Hečbekas,Automatinė,"2.0 l., 110 kW",163 582 km
11775,25 500 €,Dodge,Durango,2018,Benzinas,Visureigis,Automatinė,"5.7 l., 265 kW",121 000 km
11776,25 000 €,Audi,A3,2017-01,Benzinas,Sedanas,Automatinė,"2.0 l., 162 kW",56 627 km
11777,25 000 €,Tesla,Model Y,2021,Elektra,Visureigis,Automatinė,31 949 km,Klaipėda
11778,25 000 €,Volvo,V90,2017-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",181 000 km
11779,25 000 €,Toyota,C-HR,2020-08,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",54 000 km
11780,25 047 €,Peugeot,Traveller,2020-07,Dyzelinas,Keleivinis mikroautobusas,Mechaninė,"1.5 l., 88 kW",180 000 km
11781,25 300 €,Toyota,C-HR,2017-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",90 800 km
11782,25 300 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",117 900 km
11783,25 300 €,Lexus,NX 300h,2015,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",151 900 km
11784,25 300 €,Volvo,S90,2018-09,Dyzelinas,Sedanas,Automatinė,"2.0 l.,",160 000 km
11785,25 300 €,Volvo,XC60,2019-05,Dyzelinas,Visureigis,Automatinė,"2.0 l., 173 kW",255 300 km
11786,25 400 €,Skoda,Kodiaq,2019-03,Dyzelinas,Visureigis,Automatinė,"2.0 l., 110 kW",160 000 km
11787,25 400 €,BMW,X4,2017-04,Dyzelinas,Visureigis,Automatinė,"2.0 l., 140 kW",220 000 km
11788,25 490 €,Toyota,C-HR,2021-03,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",42 200 km
11789,25 490 €,Toyota,C-HR,2022-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",6 388 km
11790,25 499 €,Peugeot,5008,2018-01,Dyzelinas,Visureigis,Automatinė,"2.0 l., 133 kW",112 901 km
11791,25 500 €,BMW,520,2018-12,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",78 700 km
11792,25 500 €,Mercedes-Benz,A250,2018-06,Benzinas,Hečbekas,Automatinė,"2.0 l., 165 kW",42 000 km
11793,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
11794,25 500 €,Dodge,Durango,2018,Benzinas,Visureigis,Automatinė,"5.7 l., 265 kW",121 000 km
11795,25 500 €,Mercedes-Benz,E220,2017-11,Dyzelinas,Kupė (Coupe),Automatinė,"2.0 l., 143 kW",55 000 km
11796,25 000 €,Audi,A3,2017-01,Benzinas,Sedanas,Automatinė,"2.0 l., 162 kW",56 627 km
11797,25 000 €,Tesla,Model Y,2021,Elektra,Visureigis,Automatinė,31 949 km,Klaipėda
11798,25 000 €,Volvo,V90,2017-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",181 000 km
11799,25 000 €,Toyota,C-HR,2020-08,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",54 000 km
11800,25 047 €,Peugeot,Traveller,2020-07,Dyzelinas,Keleivinis mikroautobusas,Mechaninė,"1.5 l., 88 kW",180 000 km
11801,25 300 €,Toyota,C-HR,2017-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",90 800 km
11802,25 300 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",117 900 km
11803,25 300 €,Lexus,NX 300h,2015,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",151 900 km
11804,25 300 €,Volvo,S90,2018-09,Dyzelinas,Sedanas,Automatinė,"2.0 l.,",160 000 km
11805,25 300 €,Volvo,XC60,2019-05,Dyzelinas,Visureigis,Automatinė,"2.0 l., 173 kW",255 300 km
11806,25 400 €,Skoda,Kodiaq,2019-03,Dyzelinas,Visureigis,Automatinė,"2.0 l., 110 kW",160 000 km
11807,25 400 €,BMW,X4,2017-04,Dyzelinas,Visureigis,Automatinė,"2.0 l., 140 kW",220 000 km
11808,25 490 €,Toyota,C-HR,2021-03,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",42 200 km
11809,25 490 €,Toyota,C-HR,2022-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",6 388 km
11810,25 499 €,Peugeot,5008,2018-01,Dyzelinas,Visureigis,Automatinė,"2.0 l., 133 kW",112 901 km
11811,25 500 €,BMW,520,2018-12,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",78 700 km
11812,25 500 €,Mercedes-Benz,A250,2018-06,Benzinas,Hečbekas,Automatinė,"2.0 l., 165 kW",42 000 km
11813,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
11814,25 500 €,Dodge,Durango,2018,Benzinas,Visureigis,Automatinė,"5.7 l., 265 kW",121 000 km
11815,25 500 €,Mercedes-Benz,E220,2017-11,Dyzelinas,Kupė (Coupe),Automatinė,"2.0 l., 143 kW",55 000 km
11816,25 000 €,Tesla,Model Y,2021,Elektra,Visureigis,Automatinė,31 949 km,Klaipėda
11817,25 000 €,Volkswagen,Touran,2019-06,Benzinas,Vienatūris,Automatinė,"1.5 l., 110 kW",70 015 km
11818,25 000 €,Volvo,V90,2017-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",181 000 km
11819,25 000 €,Toyota,C-HR,2020-08,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",54 000 km
11820,25 047 €,Peugeot,Traveller,2020-07,Dyzelinas,Keleivinis mikroautobusas,Mechaninė,"1.5 l., 88 kW",180 000 km
11821,25 300 €,Toyota,C-HR,2017-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",90 800 km
11822,25 300 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",117 900 km
11823,25 300 €,Lexus,NX 300h,2015,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",151 900 km
11824,25 300 €,Volvo,S90,2018-09,Dyzelinas,Sedanas,Automatinė,"2.0 l.,",160 000 km
11825,25 300 €,Volvo,XC60,2019-05,Dyzelinas,Visureigis,Automatinė,"2.0 l., 173 kW",255 300 km
11826,25 400 €,Skoda,Kodiaq,2019-03,Dyzelinas,Visureigis,Automatinė,"2.0 l., 110 kW",160 000 km
11827,25 400 €,BMW,X4,2017-04,Dyzelinas,Visureigis,Automatinė,"2.0 l., 140 kW",220 000 km
11828,25 490 €,Toyota,C-HR,2021-03,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",42 200 km
11829,25 490 €,Toyota,C-HR,2022-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",6 388 km
11830,25 499 €,Peugeot,5008,2018-01,Dyzelinas,Visureigis,Automatinė,"2.0 l., 133 kW",112 901 km
11831,25 500 €,BMW,520,2018-12,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",78 700 km
11832,25 500 €,Mercedes-Benz,A250,2018-06,Benzinas,Hečbekas,Automatinė,"2.0 l., 165 kW",42 000 km
11833,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
11834,25 500 €,Mercedes-Benz,E220,2017-11,Dyzelinas,Kupė (Coupe),Automatinė,"2.0 l., 143 kW",55 000 km
11835,25 500 €,Dodge,Durango,2018,Benzinas,Visureigis,Automatinė,"5.7 l., 265 kW",121 000 km
11836,25 000 €,Tesla,Model Y,2021,Elektra,Visureigis,Automatinė,31 949 km,Klaipėda
11837,25 000 €,Porsche,Cayenne,2012-02,Benzinas,Visureigis,Automatinė,"4.8 l., 368 kW",231 000 km
11838,25 000 €,Volvo,V90,2017-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",181 000 km
11839,25 000 €,Toyota,C-HR,2020-08,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",54 000 km
11840,25 047 €,Peugeot,Traveller,2020-07,Dyzelinas,Keleivinis mikroautobusas,Mechaninė,"1.5 l., 88 kW",180 000 km
11841,25 300 €,Toyota,C-HR,2017-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",90 800 km
11842,25 300 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",117 900 km
11843,25 300 €,Lexus,NX 300h,2015,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",151 900 km
11844,25 300 €,Volvo,S90,2018-09,Dyzelinas,Sedanas,Automatinė,"2.0 l.,",160 000 km
11845,25 300 €,Volvo,XC60,2019-05,Dyzelinas,Visureigis,Automatinė,"2.0 l., 173 kW",255 300 km
11846,25 400 €,Skoda,Kodiaq,2019-03,Dyzelinas,Visureigis,Automatinė,"2.0 l., 110 kW",160 000 km
11847,25 400 €,BMW,X4,2017-04,Dyzelinas,Visureigis,Automatinė,"2.0 l., 140 kW",220 000 km
11848,25 490 €,Toyota,C-HR,2021-03,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",42 200 km
11849,25 490 €,Toyota,C-HR,2022-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",6 388 km
11850,25 499 €,Peugeot,5008,2018-01,Dyzelinas,Visureigis,Automatinė,"2.0 l., 133 kW",112 901 km
11851,25 500 €,BMW,520,2018-12,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",78 700 km
11852,25 500 €,Mercedes-Benz,A250,2018-06,Benzinas,Hečbekas,Automatinė,"2.0 l., 165 kW",42 000 km
11853,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
11854,25 500 €,Dodge,Durango,2018,Benzinas,Visureigis,Automatinė,"5.7 l., 265 kW",121 000 km
11855,25 500 €,Mercedes-Benz,E220,2017-11,Dyzelinas,Kupė (Coupe),Automatinė,"2.0 l., 143 kW",55 000 km
11856,25 000 €,Porsche,Cayenne,2012-02,Benzinas,Visureigis,Automatinė,"4.8 l., 368 kW",231 000 km
11857,25 000 €,Tesla,Model Y,2021,Elektra,Visureigis,Automatinė,31 949 km,Klaipėda
11858,25 000 €,Volvo,V90,2017-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",181 000 km
11859,25 000 €,Toyota,C-HR,2020-08,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",54 000 km
11860,25 047 €,Peugeot,Traveller,2020-07,Dyzelinas,Keleivinis mikroautobusas,Mechaninė,"1.5 l., 88 kW",180 000 km
11861,25 300 €,Toyota,C-HR,2017-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",90 800 km
11862,25 300 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",117 900 km
11863,25 300 €,Lexus,NX 300h,2015,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",151 900 km
11864,25 300 €,Volvo,S90,2018-09,Dyzelinas,Sedanas,Automatinė,"2.0 l.,",160 000 km
11865,25 300 €,Volvo,XC60,2019-05,Dyzelinas,Visureigis,Automatinė,"2.0 l., 173 kW",255 300 km
11866,25 400 €,Skoda,Kodiaq,2019-03,Dyzelinas,Visureigis,Automatinė,"2.0 l., 110 kW",160 000 km
11867,25 400 €,BMW,X4,2017-04,Dyzelinas,Visureigis,Automatinė,"2.0 l., 140 kW",220 000 km
11868,25 490 €,Toyota,C-HR,2022-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",6 388 km
11869,25 490 €,Toyota,C-HR,2021-03,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",42 200 km
11870,25 499 €,Peugeot,5008,2018-01,Dyzelinas,Visureigis,Automatinė,"2.0 l., 133 kW",112 901 km
11871,25 500 €,BMW,520,2018-12,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",78 700 km
11872,25 500 €,Mercedes-Benz,A250,2018-06,Benzinas,Hečbekas,Automatinė,"2.0 l., 165 kW",42 000 km
11873,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
11874,25 500 €,Volkswagen,Arteon,2018-04,Dyzelinas,Hečbekas,Automatinė,"2.0 l., 110 kW",163 582 km
11875,25 500 €,Dodge,Durango,2018,Benzinas,Visureigis,Automatinė,"5.7 l., 265 kW",121 000 km
11876,25 000 €,Porsche,Cayenne,2012-02,Benzinas,Visureigis,Automatinė,"4.8 l., 368 kW",231 000 km
11877,25 000 €,Tesla,Model Y,2021,Elektra,Visureigis,Automatinė,31 949 km,Klaipėda
11878,25 000 €,Volvo,V90,2017-07,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",181 000 km
11879,25 000 €,Toyota,C-HR,2020-08,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",54 000 km
11880,25 047 €,Peugeot,Traveller,2020-07,Dyzelinas,Keleivinis mikroautobusas,Mechaninė,"1.5 l., 88 kW",180 000 km
11881,25 300 €,Toyota,C-HR,2017-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",90 800 km
11882,25 300 €,Lexus,NX 300h,2014-12,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",117 900 km
11883,25 300 €,Lexus,NX 300h,2015,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",151 900 km
11884,25 300 €,Volvo,S90,2018-09,Dyzelinas,Sedanas,Automatinė,"2.0 l.,",160 000 km
11885,25 300 €,Volvo,XC60,2019-05,Dyzelinas,Visureigis,Automatinė,"2.0 l., 173 kW",255 300 km
11886,25 400 €,Skoda,Kodiaq,2019-03,Dyzelinas,Visureigis,Automatinė,"2.0 l., 110 kW",160 000 km
11887,25 400 €,BMW,X4,2017-04,Dyzelinas,Visureigis,Automatinė,"2.0 l., 140 kW",220 000 km
11888,25 490 €,Toyota,C-HR,2022-01,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 90 kW",6 388 km
11889,25 490 €,Toyota,C-HR,2021-03,Benzinas / elektra,Visureigis,Automatinė,"1.8 l., 72 kW",42 200 km
11890,25 499 €,Peugeot,5008,2018-01,Dyzelinas,Visureigis,Automatinė,"2.0 l., 133 kW",112 901 km
11891,25 500 €,BMW,520,2018-12,Dyzelinas,Universalas,Automatinė,"2.0 l., 140 kW",78 700 km
11892,25 500 €,Mercedes-Benz,A250,2018-06,Benzinas,Hečbekas,Automatinė,"2.0 l., 165 kW",42 000 km
11893,25 500 €,Lexus,NX 300h,2018-03,Benzinas / elektra,Visureigis,Automatinė,"2.5 l., 145 kW",195 000 km
