,Kaina,Markė,Modelis,Metai,Kuro tipas,"Darbinis tūris, l.","Galia, kW",Rida,Kėbulo tipas,Pavarų dėžė,Defektai,Vairo padėtis,Durų skaičius
225,14650,Nissan,NV400,2018,Dyzelinas,2.3,107,132881,Komercinis,Mechaninė,,Kairėje,4/5
226,8250,Citroen,Jumper,2015,Dyzelinas,2.2,96,78464,Komercinis,Mechaninė,,Kairėje,4/5
227,15250,Ford,Transit,2018,Dyzelinas,2.0,96,89660,Komercinis,Mechaninė,,Kairėje,4/5
228,4650,Toyota,Avensis Verso,2011,Dyzelinas,2.0,93,257000,Vienatūris,Mechaninė,,Kairėje,4/5
229,10750,Toyota,Yaris,2018,Benzinas,1.5,54,87000,Hečbekas,Automatinė,,Kairėje,4/5
230,2950,Mercedes Benz,ML270,2003,Dyzelinas,2.7,120,313000,Visureigis,Automatinė,,Kairėje,4/5
231,7950,Toyota,Yaris,2019,Benzinas,1.5,54,67000,Hečbekas,Automatinė,,Kairėje,4/5
232,4650,Toyota,Yaris,2016,Benzinas,1.5,54,136000,Hečbekas,Automatinė,,Kairėje,4/5
233,12350,Peugeot,Boxer,2016,Dyzelinas,2.2,96,190000,Komercinis,Mechaninė,,Kairėje,4/5
234,11950,Volkswagen,Crafter,2017,Dyzelinas,2.0,103,321000,Komercinis,Mechaninė,,Kairėje,4/5
235,11650,Fiat,Talento,2017,Dyzelinas,1.6,89,116486,Komercinis,Mechaninė,,Kairėje,4/5
236,2950,Peugeot,Partner,2008,Dyzelinas,1.6,55,215000,Vienatūris,Mechaninė,,Kairėje,4/5
237,5950,Volkswagen,Caddy Life,2011,Dyzelinas,1.6,75,225000,Komercinis,Mechaninė,,Kairėje,4/5
238,10950,Ford,Transit,2018,Dyzelinas,1.5,74,149747,Komercinis,Mechaninė,,Kairėje,4/5
239,10950,Ford,Transit,2017,Dyzelinas,2.0,96,229000,Komercinis,Mechaninė,,Kairėje,4/5
240,10550,Ford,Transit,2018,Dyzelinas,2.0,125,252574,Komercinis,Automatinė,,Kairėje,4/5
241,5950,Ford,Transit,2014,Dyzelinas,2.2,92,296727,Komercinis,Mechaninė,,Kairėje,4/5
242,11650,Renault,Trafic,2017,Dyzelinas,1.6,89,144829,Komercinis,Mechaninė,,Kairėje,4/5
243,7350,Honda,Accord,2012,Dyzelinas,2.2,110,271000,Universalas,Automatinė,,Kairėje,4/5
244,25950,Toyota,Camry,2019,Benzinas,2.5,131,74000,Sedanas,Automatinė,,Kairėje,4/5
245,8350,Toyota,Auris,2016,Benzinas,1.8,73,249000,Universalas,Automatinė,,Kairėje,4/5
246,9550,Toyota,Auris,2016,Benzinas,1.8,73,92000,Universalas,Automatinė,,Kairėje,4/5
247,6250,Ford,Transit,2014,Dyzelinas,2.2,74,303163,Komercinis,Mechaninė,,Kairėje,4/5
248,7950,Volkswagen,Transporter,2012,Dyzelinas,2.0,103,208468,Komercinis,Automatinė,,Kairėje,4/5
249,10950,Peugeot,Expert,2016,Dyzelinas,1.6,85,85028,Komercinis,Mechaninė,,Kairėje,4/5
250,9250,Skoda,Superb,2013,Dyzelinas,2.0,125,275000,Universalas,Automatinė,,Kairėje,4/5
251,21950,Nissan,X-Trail,2019,Benzinas,1.3,117,78000,Visureigis,Automatinė,,Kairėje,4/5
252,6850,Mercedes Benz,Vito,2012,Dyzelinas,2.1,120,186046,Komercinis,Mechaninė,,Kairėje,4/5
253,14750,Citroen,Jumpy,2018,Dyzelinas,2.0,130,52000,Komercinis,Automatinė,,Kairėje,4/5
254,10350,Volvo,XC60,2015,Dyzelinas,2.4,140,165000,Visureigis,Automatinė,,Kairėje,4/5
255,4850,Skoda,Rapid,2014,Benzinas,1.2,77,222000,Hečbekas,Mechaninė,,Kairėje,4/5
256,7750,Toyota,Yaris,2018,Benzinas,1.5,54,131000,Hečbekas,Automatinė,,Kairėje,4/5
257,13150,Nissan,Qashqai,2014,Dyzelinas,1.6,96,104000,Visureigis,Automatinė,,Kairėje,4/5
258,12950,Toyota,Corolla,2021,Benzinas,1.8,90,18000,Universalas,Automatinė,,Kairėje,4/5
259,13550,Toyota,Auris,2016,Benzinas,1.8,73,104000,Hečbekas,Automatinė,,Kairėje,4/5
260,9650,Renault,Trafic,2018,Dyzelinas,1.6,89,153333,Komercinis,Mechaninė,,Kairėje,4/5
261,9650,Renault,Trafic,2014,Dyzelinas,2.0,84,124000,Komercinis,Mechaninė,,Kairėje,4/5
262,6750,Nissan,Qashqai,2018,Dyzelinas,1.5,81,46000,Visureigis,Mechaninė,,Kairėje,4/5
263,6550,Volkswagen,Polo,2015,Benzinas,1.2,81,126000,Hečbekas,Automatinė,,Kairėje,4/5
264,4850,Nissan,Qashqai,2011,Dyzelinas,1.6,96,200000,Visureigis,Mechaninė,,Kairėje,4/5
265,10250,Toyota,Hilux,2014,Dyzelinas,3.0,126,174000,Visureigis,Automatinė,,Kairėje,4/5
266,6750,Nissan,Qashqai,2015,Dyzelinas,1.5,81,192000,Vienatūris,Mechaninė,,Kairėje,4/5
267,22750,Peugeot,Expert,2021,Dyzelinas,2.0,90,26000,Komercinis,Mechaninė,,Kairėje,4/5
268,9150,Toyota,Auris,2016,Benzinas,1.8,73,52000,Hečbekas,Automatinė,,Kairėje,4/5
269,3650,Toyota,Avensis,2007,Dyzelinas,2.0,93,,Universalas,Mechaninė,,Kairėje,4/5
270,2650,Toyota,Avensis,2007,Dyzelinas,2.0,93,271000,Universalas,Mechaninė,,Kairėje,4/5
271,5750,Opel,Mokka,2017,Dyzelinas,1.6,100,132000,Visureigis,Mechaninė,,Kairėje,4/5
272,15250,Peugeot,Partner,2020,Dyzelinas,1.5,75,46000,Komercinis,Mechaninė,,Kairėje,4/5
273,7250,Volkswagen,Polo,2018,Benzinas,1.0,70,49000,Hečbekas,Automatinė,,Kairėje,4/5
274,3450,Toyota,Yaris,2013,Benzinas,1.0,51,123000,Hečbekas,Mechaninė,,Kairėje,4/5
275,8750,Honda,Civic,2013,Benzinas,1.8,104,72000,Hečbekas,Mechaninė,,Kairėje,4/5
276,8250,Nissan,Navara,2012,Dyzelinas,3.0,170,,Visureigis,Automatinė,,Kairėje,4/5
277,4950,Nissan,Note,2014,Benzinas,1.2,59,38000,Hečbekas,Mechaninė,,Kairėje,4/5
278,16950,Nissan,Qashqai,2018,Benzinas,1.2,85,38000,Visureigis,Automatinė,,Kairėje,4/5
279,9750,Toyota,Yaris,2015,Benzinas,1.5,54,146000,Hečbekas,Automatinė,,Kairėje,4/5
280,4750,Volkswagen,Golf,2014,Benzinas,1.4,92,112000,Vienatūris,Automatinė,,Kairėje,4/5
281,14350,Toyota,Yaris,2018,Benzinas,1.5,54,32000,Hečbekas,Automatinė,,Kairėje,4/5
282,4650,Volkswagen,Golf,2014,Benzinas,1.2,77,97000,Hečbekas,Mechaninė,,Kairėje,4/5
283,10650,Citroen,Jumper,2015,Dyzelinas,2.2,110,230600,Komercinis,Mechaninė,,Kairėje,4/5
284,3550,Hyundai,i30,2012,Dyzelinas,1.6,81,216000,Hečbekas,Mechaninė,,Kairėje,4/5
285,10550,Toyota,Auris,2015,Benzinas,1.8,73,220000,Universalas,Automatinė,,Kairėje,4/5
286,2950,Ford,S-MAX,2010,Dyzelinas,2.0,103,,Vienatūris,Mechaninė,,Kairėje,4/5
287,13450,Audi,Q3,2013,Dyzelinas,2.0,130,198000,Visureigis,Automatinė,,Kairėje,4/5
288,11950,Mercedes Benz,Sprinter,2014,Dyzelinas,2.1,95,243000,Kita,Automatinė,,Kairėje,4/5
289,4950,Nissan,Primastar,2013,Dyzelinas,2.0,84,336000,Komercinis,Mechaninė,,Kairėje,4/5
290,8250,Toyota,Yaris,2014,Benzinas,1.5,55,155000,Hečbekas,Automatinė,,Kairėje,4/5
291,8250,Renault,Trafic,2017,Dyzelinas,1.6,89,161486,Komercinis,Mechaninė,,Kairėje,4/5
292,14950,Volvo,XC60,2015,Dyzelinas,2.4,162,247000,Visureigis,Automatinė,,Kairėje,4/5
293,650,Ford,Transit,2005,Dyzelinas,1.8,55,187000,Komercinis,Mechaninė,,Kairėje,4/5
294,1650,Ford,Transit,2012,Dyzelinas,2.2,74,135381,Kita,Mechaninė,,Kairėje,4/5
295,36900,Land Rover,Discovery,2017,Dyzelinas,,189,115000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
296,24500,Skoda,Superb,2020,Benzinas,,140,70000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
297,10500,Skoda,Octavia,2018,Benzinas,,85,126400,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
298,6000,Suzuki,Grand Vitara,2012,Dyzelinas,1.9,95,285000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
299,6700,Suzuki,Grand Vitara,2011,Benzinas,2.4,124,152000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
300,7000,Suzuki,Grand Vitara,2012,Benzinas,2.4,124,149000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
301,8500,Audi,A8,2006,Benzinas,4.2,246,434000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
302,5450,Volkswagen,Crafter,2015,Dyzelinas,2.0,100,294116,Komercinis,Mechaninė,,Kairėje,2/3
303,12900,Ford,S-MAX,2015,Dyzelinas,,132,191500,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
304,14990,BMW,550 Gran turismo,2010,Benzinas,4.4,300,295700,Sedanas,Automatinė,Be defektų,Kairėje,4/5
305,18999,Seat,Ateca,2017,Benzinas,1.4,110,93600,Visureigis,Automatinė,Be defektų,Kairėje,4/5
306,6500,Suzuki,Grand Vitara,2012,Dyzelinas,1.9,95,234750,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
307,9250,Toyota,Land Cruiser,1987,Dyzelinas,2.4,,278000,Visureigis,Mechaninė,,Kairėje,2/3
308,11000,Ford,Mondeo,2018,Benzinas,1.5,118,197900,Sedanas,Automatinė,Be defektų,Kairėje,4/5
309,3950,Fiat,Scudo,2013,Dyzelinas,2.0,94,165000,Komercinis,Mechaninė,,Kairėje,4/5
310,36550,Tesla,Model S,2014,,,310,159000,Hečbekas,Automatinė,,Kairėje,
311,27500,Land Rover,Range Rover,2015,Dyzelinas,,215,161800,Visureigis,Automatinė,Be defektų,Kairėje,4/5
312,21900,Toyota,Corolla,2019,Benzinas,1.8,72,26094,Sedanas,Automatinė,Be defektų,Kairėje,4/5
313,16500,Citroen,Jumper,2016,Dyzelinas,2.2,96,210100,Kita,Mechaninė,Be defektų,Kairėje,4/5
314,23999,Ford,Ranger,2019,Dyzelinas,2.2,118,104500,Pikapas,Mechaninė,Be defektų,Kairėje,4/5
315,4850,Volkswagen,Caddy Life,2017,Benzinas,1.2,62,204000,Vienatūris,Mechaninė,,Kairėje,4/5
316,21900,Toyota,Corolla,2019,Benzinas,1.8,72,28000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
317,23900,Land Rover,Range Rover,2015,Dyzelinas,,190,137300,Visureigis,Automatinė,Be defektų,Kairėje,4/5
318,9900,Ford,Mondeo,2016,Dyzelinas,,110,198155,Sedanas,Automatinė,Be defektų,Kairėje,4/5
319,16500,Skoda,Octavia,2017,Benzinas,1.8,132,133100,Universalas,Automatinė,Be defektų,Kairėje,4/5
320,34900,Volkswagen,ID.3,2020,,,150,15000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
321,7650,Opel,Vivaro,2017,Dyzelinas,1.6,92,166335,Komercinis,Mechaninė,,Kairėje,4/5
322,6550,Volkswagen,Crafter,2015,Dyzelinas,2.0,100,263632,Komercinis,Mechaninė,,Kairėje,2/3
323,19999,Honda,CR-V,2018,Dyzelinas,1.6,118,119700,Visureigis,Automatinė,Be defektų,Kairėje,4/5
324,49900,Volkswagen,Amarok,2020,Dyzelinas,,190,34000,Pikapas,Automatinė,Be defektų,Kairėje,4/5
325,14900,Subaru,Outback,2016,Dyzelinas,,110,130000,Universalas,Automatinė,Be defektų,Kairėje,4/5
326,950,Citroen,Jumper,2005,Dyzelinas,2.2,74,183984,Komercinis,Mechaninė,,Kairėje,4/5
327,7200,Suzuki,Grand Vitara,2012,Dyzelinas,1.9,95,187500,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
328,7200,Suzuki,Grand Vitara,2012,Benzinas,2.4,124,167000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
329,12500,Renault,Kangoo,2019,Dyzelinas,1.5,66,116490,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
330,7500,Skoda,Rapid,2017,Benzinas,,81,174000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
331,10300,Volkswagen,Jetta,2017,Dyzelinas,,81,174000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
332,6450,Volkswagen,Crafter,2015,Dyzelinas,2.0,100,337451,Komercinis,Mechaninė,,Kairėje,2/3
333,25500,Lexus,NX 300h,2018,Benzinas,2.5,114,149800,Visureigis,Automatinė,Be defektų,Kairėje,4/5
334,72999,Audi,Q8,2019,Dyzelinas,,210,99000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
335,6950,Mercedes Benz,Vito,2014,Dyzelinas,2.1,70,191871,Komercinis,Mechaninė,,Kairėje,4/5
336,4350,Hyundai,H1,2010,Dyzelinas,2.5,125,220761,Komercinis,Mechaninė,,Kairėje,4/5
337,13500,Ford,Transit,2017,Dyzelinas,2.0,96,242471,Kita,Mechaninė,,Kairėje,4/5
338,32000,Porsche,Macan,2015,Benzinas,,250,83000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
339,6950,Ford,Transit,2008,Dyzelinas,2.2,63,,Kita,Mechaninė,,Kairėje,4/5
340,6850,Citroen,Berlingo,2019,Dyzelinas,1.6,73,160000,Vienatūris,Mechaninė,,Kairėje,4/5
341,10750,Citroen,Jumper,2017,Dyzelinas,2.0,120,244000,Komercinis,Mechaninė,,Kairėje,4/5
342,6750,Citroen,Jumper,2017,Dyzelinas,2.0,120,237256,Komercinis,Mechaninė,,Kairėje,4/5
343,24300,Nissan,X-Trail,2020,Benzinas,1.3,117,28000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
344,17900,Volkswagen,Crafter,2018,Dyzelinas,,103,224100,Komercinis,Mechaninė,Be defektų,Kairėje,4/5
345,15900,Skoda,Octavia,2016,Benzinas,1.8,132,148000,Universalas,Automatinė,Be defektų,Kairėje,4/5
346,23900,Mercedes Benz,SLC180,2017,Benzinas,1.6,115,71000,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
347,23900,Skoda,Kodiaq,2019,Benzinas,1.5,110,89350,Visureigis,Automatinė,Be defektų,Kairėje,4/5
348,15250,Ford,Transit,2017,Dyzelinas,2.0,125,176000,Komercinis,Mechaninė,,Kairėje,4/5
349,39900,Land Rover,Range Rover Velar,2018,Benzinas,,184,105000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
350,10900,Citroen,C4 Picasso,2016,Dyzelinas,,110,164000,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
351,23900,Opel,Vivaro,2017,Dyzelinas,1.6,92,48700,Kita,Mechaninė,Be defektų,Kairėje,4/5
352,22700,Volkswagen,Passat,2017,Dyzelinas,,176,137500,Sedanas,Automatinė,Be defektų,Kairėje,4/5
353,54500,Toyota,Land Cruiser,2019,Dyzelinas,2.8,130,89200,Visureigis,Automatinė,Be defektų,Kairėje,4/5
354,26000,Volkswagen,Passat,2020,Dyzelinas,,110,140000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
355,26900,Skoda,Kodiaq,2019,Dyzelinas,,140,133000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
356,13900,Volkswagen,Touareg,2012,Dyzelinas,,180,301490,Visureigis,Automatinė,Be defektų,Kairėje,4/5
357,21500,Chrysler,Pacifica,2017,Benzinas,3.6,210,115200,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
358,17900,Nissan,Qashqai,2020,Benzinas,1.3,117,112900,Visureigis,Automatinė,Be defektų,Kairėje,4/5
359,16300,Dacia,Lodgy,2021,Dyzelinas,1.5,85,32300,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
360,16000,Volkswagen,Tiguan,2018,Dyzelinas,,110,226970,Visureigis,Automatinė,Be defektų,Kairėje,4/5
361,19900,Audi,Q3,2016,Dyzelinas,,110,143000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
362,16500,Ford,Galaxy,2016,Dyzelinas,,132,153700,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
363,11700,Skoda,Yeti,2016,Dyzelinas,,81,145000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
364,6900,Skoda,Rapid,2017,Dyzelinas,1.6,85,200350,Universalas,Mechaninė,Be defektų,Kairėje,4/5
365,16700,Ford,Galaxy,2016,Dyzelinas,,132,147000,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
366,9100,Ford,Connect Tourneo,2019,Benzinas,,74,103700,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
367,10900,Skoda,Yeti,2016,Dyzelinas,,81,195900,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
368,8500,Volkswagen,Caddy Life,2016,Dyzelinas,,55,152250,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
369,8700,Skoda,Fabia,2018,Benzinas,,81,208290,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
370,19950,BMW,X5,2014,Dyzelinas,2.0,160,232994,Visureigis,Automatinė,Be defektų,Kairėje,4/5
371,19499,Lexus,CT 200h,2018,Benzinas/Elektra,1.8,73,187000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
372,14799,Volkswagen,Passat,2017,Benzinas,1.4,92,234000,Universalas,Automatinė,Be defektų,Kairėje,4/5
373,6850,Toyota,Prius,2007,Benzinas/Elektra,1.5,57,183454,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
374,12950,Toyota,Avensis,2018,Benzinas,1.8,108,185250,Universalas,Automatinė,Be defektų,Kairėje,4/5
375,1050,Volkswagen,Passat,2006,Dyzelinas,2.0,103,417367,Universalas,Automatinė,Daužtas,Kairėje,4/5
376,950,Chrysler,Pt Cruiser,2003,Benzinas,2.0,104,300000,Hečbekas,Mechaninė,Kiti stambūs defektai,Kairėje,4/5
377,6300,Volkswagen,Golf,2020,Dyzelinas,2.0,110,34000,Universalas,Automatinė,Daužtas,Kairėje,4/5
378,29800,Audi,Q5,2019,Benzinas,2.0,185,25200,Visureigis,Automatinė,Be defektų,Kairėje,4/5
379,36990,Audi,Q5,2021,Benzinas,2.0,195,33500,Visureigis,Automatinė,Be defektų,Kairėje,4/5
380,5700,Renault,Grand Scenic,2012,Dyzelinas,1.6,,,Vienatūris,Mechaninė,,,
381,5900,Audi,A6,2009,Dyzelinas,2.7,140,,Universalas,Automatinė,,,
382,550,Nissan,Primera,1999,Dyzelinas,2.0,,,Universalas,Mechaninė,,Kairėje,4/5
383,600,Skoda,Fabia,2001,Benzinas,1.4,,,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
384,650,Volvo,V70,1998,Dyzelinas,2.5,103,353958,Universalas,Mechaninė,Be defektų,Kairėje,4/5
385,350,Opel,Zafira,2001,Benzinas/Dujos,1.8,92,365000,Universalas,Mechaninė,Variklio defektas,Kairėje,4/5
386,1150,Volkswagen,Golf,2004,Dyzelinas,1.9,77,264,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
387,18500,Nissan,Qashqai,2017,Benzinas,1.6,120,,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
388,4000,Suzuki,Vitara,1998,Benzinas,2.0,97,225677,Visureigis,Mechaninė,Be defektų,Kairėje,2/3
389,150,Moskvich,2140,1982,Benzinas,1.5,,,Sedanas,Mechaninė,Kiti stambūs defektai,Kairėje,4/5
390,1850,BMW,530,2002,Dyzelinas,3.0,142,368526,Universalas,Automatinė,Be defektų,Kairėje,4/5
391,1450,Honda,CR-V,2002,Benzinas,2.0,110,325285,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
392,650,Mercedes Benz,A170,1999,Dyzelinas,1.7,66,3493,Vienatūris,Automatinė,Smulkūs kėbulo defektai,Kairėje,4/5
393,500,Audi,A4,1998,Benzinas,1.6,74,301000,Universalas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
394,230,Audi,80,1991,Benzinas,2.6,110,,Sedanas,Mechaninė,,,
395,6700,BMW,X3,2021,Benzinas/Elektra,,,18.333,Visureigis,Automatinė,Be defektų,Kairėje,4/5
396,22000,Tesla,Model X,2018,Elektra,,,47.662,Visureigis,Automatinė,Be defektų,Kairėje,4/5
397,16750,Tesla,Model S,2016,Elektra,,,43.447,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
398,18200,Lexus,IS 350,2010,Benzinas,3.5,225,89263,Kabrioletas/Roadster,Automatinė,Be defektų,Kairėje,2/3
399,14950,Honda,Jazz,2020,Benzinas,1.3,75,28627,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
400,31999,BMW,440 Gran Coupe,2018,Benzinas,3.0,240,36000,Kupė/Sportas,Automatinė,Be defektų,Kairėje,4/5
401,699,Ford,Focus,2005,Dyzelinas,1.6,80,185000,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
402,899,Audi,A6,1998,Benzinas,1.8,110,428000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
403,1600,Volkswagen,Passat,1999,Dyzelinas,1.9,81,329804,Universalas,Mechaninė,Be defektų,Kairėje,4/5
404,799,Peugeot,407,2004,Benzinas,2.0,100,271000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
405,2400,Volkswagen,Passat,2006,Dyzelinas,1.9,77,,Universalas,Mechaninė,Be defektų,Kairėje,
406,800,Mercedes Benz,A140,2001,Benzinas,1.4,60,170000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
407,18200,Volkswagen,Golf,2018,Benzinas,1.4,92,14500,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
408,1600,Seat,Altea,2006,Dyzelinas,2.0,125,,Hečbekas,Mechaninė,Be defektų,,
409,699,Saab,9-3,2003,Dyzelinas,2.2,92,239000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
410,3999,Ford,Ranger,2003,Dyzelinas,2.5,80,336200,Visureigis,Mechaninė,Be defektų,Kairėje,2/3
411,21550,BMW,330,2017,Benzinas/Elektra,2.0,185,92447,Sedanas,Automatinė,Be defektų,Kairėje,4/5
412,14550,BMW,320,2013,Dyzelinas,2.0,135,227562,Universalas,Automatinė,Be defektų,Kairėje,4/5
413,5800,Volkswagen,Jetta,2014,Benzinas,1.8,127,134875,Sedanas,Automatinė,Be defektų,Kairėje,4/5
414,6500,Volkswagen,Tiguan,2009,Dyzelinas,2.0,103,262000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
415,4000,BMW,318,2007,Dyzelinas,2.0,105,305395,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
416,6850,Volvo,S60,2010,Dyzelinas,2.0,120,336000,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
417,950,Opel,Vectra,2006,Benzinas,2.2,114,,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
418,1600,Dodge,Durango,1999,Benzinas/Dujos,5.9,184,,Visureigis,Automatinė,Be defektų,Kairėje,4/5
419,1000,Audi,A6,2000,Benzinas/Dujos,2.4,121,,Sedanas,Automatinė,Be defektų,Kairėje,4/5
420,18499,Skoda,Superb,2016,Dyzelinas,2.0,110,250000,Universalas,Automatinė,Be defektų,Kairėje,4/5
421,5900,Ford,Mondeo,2008,Dyzelinas,2.2,129,,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
422,1180,Audi,A4,2002,Dyzelinas,2.5,132,306320,Universalas,Mechaninė,Smulkūs kėbulo defektai,Kairėje,4/5
423,2300,Mini,One,2005,Benzinas,1.6,66,232000,Hečbekas,Mechaninė,Be defektų,Kairėje,
424,2000,Ford,Focus,2006,Benzinas/Dujos,1.6,74,170000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
425,2799,Ford,Mondeo,2010,Dyzelinas,2.0,103,244000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
426,1299,Mitsubishi,Colt,2004,Benzinas,1.1,55,189000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
427,3799,BMW,525,2007,Dyzelinas,3.0,145,326000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
428,3699,Audi,A6,2007,Dyzelinas,2.7,132,309000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
429,3699,Chevrolet,Captiva,2007,Dyzelinas,2.0,110,229000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
430,2999,Opel,Insignia,2010,Dyzelinas,2.0,96,306000,Universalas,Mechaninė,Be defektų,Kairėje,4/5
431,1100,Volkswagen,Golf,2006,Dyzelinas,1.9,77,,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
432,2399,Volkswagen,Golf,2007,Benzinas,1.6,75,211000,Universalas,Automatinė,Be defektų,Kairėje,4/5
433,3699,Volkswagen,Golf,2011,Dyzelinas,1.6,77,348000,Universalas,Automatinė,Be defektų,Kairėje,4/5
434,4699,Audi,Q7,2007,Dyzelinas,3.0,171,332000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
435,1099,Citroen,C4,2008,Benzinas,1.6,80,228000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
436,11200,Volkswagen,Transporter,2016,Dyzelinas,2.0,150,325200,Kita,Mechaninė,Be defektų,Kairėje,4/5
437,6550,Audi,A4,2011,Dyzelinas,2.0,105,346000,Universalas,Mechaninė,Be defektų,Kairėje,
438,999,Skoda,Octavia,2000,Dyzelinas,1.9,66,365000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
439,9800,Volvo,V60,2015,Dyzelinas,2.0,80,256000,Universalas,Automatinė,Be defektų,Kairėje,4/5
440,1299,Opel,Corsa,2007,Benzinas,1.2,59,154000,Hečbekas,Mechaninė,Be defektų,Kairėje,2/3
441,2299,Kia,cee'd,2010,Dyzelinas,1.6,66,289000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
442,2350,Volkswagen,Golf Plus,2007,Dyzelinas,2.0,103,258180,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
443,4500,Mitsubishi,Outlander,2007,Dyzelinas,2.2,115,216395,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
444,1050,Volkswagen,Golf,1998,Dyzelinas,1.9,66,328040,Hečbekas,Mechaninė,Smulkūs kėbulo defektai,,4/5
445,9900,Mini,Countryman,2013,Dyzelinas,1.6,82,129659,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
446,4500,Opel,Astra,2012,Dyzelinas,1.7,96,258347,Universalas,Mechaninė,Be defektų,Kairėje,4/5
447,6900,Mitsubishi,Outlander,2011,Dyzelinas,2.2,115,278674,Visureigis,Automatinė,Be defektų,Kairėje,4/5
448,7500,Renault,Captur,2014,Benzinas,0.9,66,125439,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
449,14900,Toyota,Yaris,2019,Benzinas,1.5,82,15847,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
450,10900,Mercedes Benz,Sprinter,2013,Dyzelinas,2.1,95,682111,Komercinis,Mechaninė,Be defektų,Kairėje,2/3
451,3700,Hyundai,ix20,2012,Dyzelinas,1.4,66,80553,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
452,1499,BMW,520,2000,Benzinas,2.2,125,256000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
453,1799,Daihatsu,Terios,2001,Benzinas,1.3,63,196000,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
454,29900,BMW,X5,2016,Benzinas,3.0,225,104382,Visureigis,Automatinė,Be defektų,Kairėje,4/5
